Source;Month of Year;Device Category;Ad Content;Sessions;Users;New Users;Pageviews;Session Duration;Calculated AToS
RemedyHealth;202105;desktop;SDPConditionCenter.NU1623Unbranded50.300;13;12;11;18;1144;0:19:04
RemedyHealth;202105;desktop;SDPConditionCenter.NU1623Unbranded50.728;2;2;2;2;0;0:00:00
RemedyHealth;202105;desktop;SDPConditionCenter.NU1624UnbrandedSymp.300;4;4;3;5;15;0:00:15
RemedyHealth;202105;desktop;SDPConditionCenter.NU1624UnbrandedSymp.728;4;4;4;4;0;0:00:00
RemedyHealth;202105;desktop;SDSDisplayMedia.NU1559Branded.300;1;1;1;1;0;0:00:00
RemedyHealth;202105;desktop;SDSDisplayMedia.NU1559Branded.728;2;2;1;2;0;0:00:00
RemedyHealth;202105;desktop;SDSDisplayMedia.NU1623Unbranded50.300;2;2;1;6;486;0:08:06
RemedyHealth;202105;desktop;SDSDisplayMedia.NU1624UnbrandedSymp.300;3;3;3;3;0;0:00:00
Sharecare;202105;desktop;SDPMR.NU1559Branded.160;5;5;5;27;321;0:05:21
Sharecare;202105;desktop;SDPMR.NU1559Branded.300;10;10;10;81;591;0:09:51
Sharecare;202105;desktop;SDPMR.NU1559Branded.728;16;16;16;101;490;0:08:10
Sharecare;202105;desktop;SDPMR.NU1623Unbranded50.160;3;3;2;3;0;0:00:00
Sharecare;202105;desktop;SDPMR.NU1623Unbranded50.300;4;4;4;4;0;0:00:00
Sharecare;202105;desktop;SDPMR.NU1623Unbranded50.728;6;6;6;6;0;0:00:00
Sharecare;202105;desktop;SDPMR.NU1624UnbrandedSymp.160;5;5;5;5;0;0:00:00
Sharecare;202105;desktop;SDPMR.NU1624UnbrandedSymp.300;4;4;4;4;0;0:00:00
Sharecare;202105;desktop;SDPMR.NU1624UnbrandedSymp.728;12;11;11;12;0;0:00:00
Sharecare;202105;desktop;SDPPerformanceDisplay.NU1559Branded.1;51;50;49;54;1328;0:22:08
Sharecare;202105;desktop;SDPPerformanceDisplay.NU1559Branded.300;1;1;1;2;97;0:01:37
Swoop;202105;desktop;SDPCustom.NU1559Branded.160;11;11;10;88;667;0:11:07
Swoop;202105;desktop;SDPCustom.NU1559Branded.300;11;11;11;82;651;0:10:51
Swoop;202105;desktop;SDPCustom.NU1559Branded.728;96;81;80;199;3323;0:55:23
Swoop;202105;desktop;SDPCustom.NU1623Unbranded50.160;8;8;8;8;0;0:00:00
Swoop;202105;desktop;SDPCustom.NU1623Unbranded50.300;11;10;10;12;18;0:00:18
Swoop;202105;desktop;SDPCustom.NU1623Unbranded50.728;47;44;44;49;1149;0:19:09
Swoop;202105;desktop;SDPCustom.NU1624UnbrandedSymp.160;3;3;3;4;4;0:00:04
Swoop;202105;desktop;SDPCustom.NU1624UnbrandedSymp.300;7;7;7;7;0;0:00:00
Swoop;202105;desktop;SDPCustom.NU1624UnbrandedSymp.320;13;13;13;13;0;0:00:00
Swoop;202105;desktop;SDPCustom.NU1624UnbrandedSymp.728;62;57;57;64;1881;0:31:21
Swoop;202105;desktop;SwoopSDPCustom.NU1624UnbrandedSymp.728;1;1;1;1;0;0:00:00
WebMD;202105;desktop;AudienceSDOnly.NU1559Branded.160;9;9;8;9;422;0:07:02
WebMD;202105;desktop;AudienceSDOnly.NU1559Branded.300;10;10;9;13;832;0:13:52
WebMD;202105;desktop;AudienceSDOnly.NU1559Branded.728;6;6;6;6;88;0:01:28
WebMD;202105;desktop;AudienceSDOnly.NU1623Unbranded50.160;2;2;2;2;0;0:00:00
WebMD;202105;desktop;AudienceSDOnly.NU1623Unbranded50.300;9;8;7;10;224;0:03:44
WebMD;202105;desktop;AudienceSDOnly.NU1623Unbranded50.728;11;11;11;12;19;0:00:19
WebMD;202105;desktop;AudienceSDOnly.NU1624UnbrandedSymp.160;5;4;4;5;24;0:00:24
WebMD;202105;desktop;AudienceSDOnly.NU1624UnbrandedSymp.300;6;6;5;15;2430;0:40:30
WebMD;202105;desktop;AudienceSDOnly.NU1624UnbrandedSymp.728;10;10;10;10;0;0:00:00
WebMD;202105;desktop;NUMonographAV.NU1559Branded.300;1;1;0;3;1675;0:27:55
WebMD;202105;desktop;NUMonographAV.NU1559Branded.728;1;1;0;1;0;0:00:00
WebMD;202105;desktop;NUMonographAV.NU1623Unbranded50.300;1;1;0;4;987;0:16:27
WebMD;202105;desktop;NUMonographAV.NU1623Unbranded50.728;1;1;0;1;0;0:00:00
WebMD;202105;desktop;NUMonographAV.NU1624UnbrandedSymp.300;1;1;1;2;541;0:09:01
WebMD;202105;desktop;RotationalBannerSDConditionCenter.NU1559Branded.160;13;12;12;13;0;0:00:00
WebMD;202105;desktop;RotationalBannerSDConditionCenter.NU1559Branded.300;19;18;18;27;722;0:12:02
WebMD;202105;desktop;RotationalBannerSDConditionCenter.NU1559Branded.728;6;6;6;6;0;0:00:00
WebMD;202105;desktop;RotationalBannerSDConditionCenter.NU1623Unbranded50.160;11;8;7;15;470;0:07:50
WebMD;202105;desktop;RotationalBannerSDConditionCenter.NU1623Unbranded50.300;6;6;6;9;519;0:08:39
WebMD;202105;desktop;RotationalBannerSDConditionCenter.NU1623Unbranded50.728;5;5;5;7;688;0:11:28
WebMD;202105;desktop;RotationalBannerSDConditionCenter.NU1624UnbrandedSymp.160;10;7;6;15;301;0:05:01
WebMD;202105;desktop;RotationalBannerSDConditionCenter.NU1624UnbrandedSymp.300;7;7;7;8;37;0:00:37
WebMD;202105;desktop;RotationalBannerSDConditionCenter.NU1624UnbrandedSymp.728;10;9;9;15;135;0:02:15
Zeta;202105;desktop;SDPCrossix.NU1559Branded.160;24;24;24;202;1439;0:23:59
Zeta;202105;desktop;SDPCrossix.NU1559Branded.300;20;20;19;142;1062;0:17:42
Zeta;202105;desktop;SDPCrossix.NU1559Branded.728;28;27;27;215;1234;0:20:34
Zeta;202105;desktop;SDPCrossix.NU1623Unbranded50.160;14;14;13;16;63;0:01:03
Zeta;202105;desktop;SDPCrossix.NU1623Unbranded50.300;21;21;21;26;55;0:00:55
Zeta;202105;desktop;SDPCrossix.NU1623Unbranded50.728;16;16;16;17;38;0:00:38
Zeta;202105;desktop;SDPCrossix.NU1624UnbrandedSymp.160;23;23;23;25;36;0:00:36
Zeta;202105;desktop;SDPCrossix.NU1624UnbrandedSymp.300;34;34;34;35;43;0:00:43
Zeta;202105;desktop;SDPCrossix.NU1624UnbrandedSymp.320;26;26;25;29;28;0:00:28
Zeta;202105;desktop;SDPCrossix.NU1624UnbrandedSymp.728;26;26;25;27;38;0:00:38
Zeta;202105;desktop;SDPSwoop.NU1559Branded.160;25;25;25;130;1559;0:25:59
Zeta;202105;desktop;SDPSwoop.NU1559Branded.300;34;34;34;135;866;0:14:26
Zeta;202105;desktop;SDPSwoop.NU1559Branded.728;26;26;26;153;892;0:14:52
Zeta;202105;desktop;SDPSwoop.NU1623Unbranded50.160;26;26;26;29;30;0:00:30
Zeta;202105;desktop;SDPSwoop.NU1623Unbranded50.300;25;25;24;25;0;0:00:00
Zeta;202105;desktop;SDPSwoop.NU1623Unbranded50.728;27;27;27;29;275;0:04:35
Zeta;202105;desktop;SDPSwoop.NU1624UnbrandedSymp.160;33;31;31;36;40;0:00:40
Zeta;202105;desktop;SDPSwoop.NU1624UnbrandedSymp.300;27;27;27;32;92;0:01:32
Zeta;202105;desktop;SDPSwoop.NU1624UnbrandedSymp.320;10;9;8;12;71;0:01:11
Zeta;202105;desktop;SDPSwoop.NU1624UnbrandedSymp.728;40;39;39;42;511;0:08:31
Zeta;202105;desktop;SDPSwoopAV.NU1559Branded.160;2;2;2;13;96;0:01:36
Zeta;202105;desktop;SDPSwoopAV.NU1559Branded.300;22;22;21;133;933;0:15:33
Zeta;202105;desktop;SDPSwoopAV.NU1559Branded.728;4;4;3;33;167;0:02:47
Zeta;202105;desktop;SDPSwoopAV.NU1623Unbranded50.300;1;1;0;1;0;0:00:00
Zeta;202105;desktop;SDPSwoopAV.NU1623Unbranded50.728;1;1;1;1;0;0:00:00
Zeta;202105;desktop;ZetaSDPCrossix.NU1624UnbrandedSymp.160;1;1;0;1;0;0:00:00
Acuity;202105;mobile;AcuityCrossixTargeting.SD_1624_v3_Symptom.320;1;1;1;1;0;0:00:00
Acuity;202105;mobile;AcuityPropensityTargeting.Dermicool_SDP_DTP_Unbranded_Symptom.320;1;1;1;1;0;0:00:00
Aptus;202105;mobile;AptusDermicoolLTCDTP.NU1545.320x50;234;171;168;351;17134;4:45:34
Aptus;202105;mobile;AptusDermicoolLTCDTP.NU1546.300x250;1;1;1;1;0;0:00:00
Aptus;202105;mobile;AptusDermicoolLTCDTP.NU1570.320x50;54;31;30;102;4448;1:14:08
Aptus;202105;mobile;AptusDermicoolLTCHCP.NU1831.300x250;3;1;1;3;0;0:00:00
Aptus;202105;mobile;AptusDermicoolRetailDTP.NU1712.320x50;67;53;49;93;4509;1:15:09
Aptus;202105;mobile;AptusDermicoolRetailDTP.NU1713.300x250;1;1;1;1;0;0:00:00
Aptus;202105;mobile;AptusDermicoolRetailDTP.NU1714.300x250;21;5;3;28;542;0:09:02
Aptus;202105;mobile;AptusDermicoolRetailDTP.NU1715.320x50;2;2;2;2;0;0:00:00
Aptus;202105;mobile;AptusDermicoolRetailDTP.NU1716.300x250;1;1;1;1;0;0:00:00
Aptus;202105;mobile;DistributionDTC.NU1570.1;24;17;16;37;432;0:07:12
Aptus;202105;mobile;DistributionDTC.NU1623Unbranded50.300;253;206;201;253;5327;1:28:47
Aptus;202105;mobile;DistributionDTC.NU1624UnbrandedSymp.300;287;254;253;314;2789;0:46:29
Aptus;202105;mobile;DistributionDTC.NU1624UnbrandedSymp.320;1433;1205;1202;1678;28333;7:52:13
Aptus;202105;mobile;DistributionDTC.NU1715.1;54;51;50;57;390;0:06:30
Facebook;202105;mobile;FBNU1770.FBNU1770.1;823;735;719;811;9351;2:35:51
Facebook;202105;mobile;FBNU1795.FBNU1795.1;1068;1037;1006;1130;8482;2:21:22
Facebook;202105;mobile;FBNU1796.FBNU1796.1;50;47;43;54;1304;0:21:44
HealthUnion;202105;mobile;ConditionCenter.NU1559Branded.300;25;23;20;25;546;0:09:06
HealthUnion;202105;mobile;ConditionCenter.NU1623Unbranded50.300;16;15;14;42;8476;2:21:16
HealthUnion;202105;mobile;ConditionCenter.NU1624UnbrandedSymp.300;9;7;6;10;836;0:13:56
HealthUnion;202105;mobile;ConditionCenter.NU1624UnbrandedSymp.320;1;1;1;1;0;0:00:00
HealthUnion;202105;mobile;HealthUnionSDDisplay.NU1623Unbranded50.300;1;1;0;2;344;0:05:44
HealthUnion;202105;mobile;SDDisplay.NU1623Unbranded50.300;10;9;9;16;2396;0:39:56
HealthUnion;202105;mobile;SDDisplay.NU1624UnbrandedSymp.300;3;3;2;3;0;0:00:00
HealthUnion;202105;mobile;SDDisplayAV.NU1559Branded.300;5;5;4;5;0;0:00:00
HealthUnion;202105;mobile;SDDisplayAV.NU1624UnbrandedSymp.300;3;3;3;3;0;0:00:00
MediaIQ;202105;mobile;MiQSDPCrossixSegment.NU1623Unbranded50.300;1;1;1;1;0;0:00:00
MediaIQ;202105;mobile;MiQSDPCrossixSegment.NU1624UnbrandedSymp.320;3;3;2;4;945;0:15:45
MediaIQ;202105;mobile;SDPCrossixSegment.NU1559Branded.160;1;1;1;1;0;0:00:00
MediaIQ;202105;mobile;SDPCrossixSegment.NU1559Branded.300;12;12;12;12;0;0:00:00
MediaIQ;202105;mobile;SDPCrossixSegment.NU1559Branded.728;1;1;1;1;0;0:00:00
MediaIQ;202105;mobile;SDPCrossixSegment.NU1623Unbranded50.160;1;1;1;1;0;0:00:00
MediaIQ;202105;mobile;SDPCrossixSegment.NU1623Unbranded50.300;10;10;10;10;0;0:00:00
MediaIQ;202105;mobile;SDPCrossixSegment.NU1624UnbrandedSymp.300;13;13;13;13;0;0:00:00
MediaIQ;202105;mobile;SDPCrossixSegment.NU1624UnbrandedSymp.320;299;270;269;321;3004;0:50:04
MediaIQ;202105;mobile;SDPSwoopSegment.NU1559Branded.300;12;11;11;12;0;0:00:00
MediaIQ;202105;mobile;SDPSwoopSegment.NU1559Branded.728;15;14;14;18;628;0:10:28
MediaIQ;202105;mobile;SDPSwoopSegment.NU1623Unbranded50.300;6;6;6;6;0;0:00:00
MediaIQ;202105;mobile;SDPSwoopSegment.NU1623Unbranded50.728;6;5;5;6;0;0:00:00
MediaIQ;202105;mobile;SDPSwoopSegment.NU1624UnbrandedSymp.300;12;12;12;12;0;0:00:00
MediaIQ;202105;mobile;SDPSwoopSegment.NU1624UnbrandedSymp.320;266;234;232;278;2330;0:38:50
MediaIQ;202105;mobile;SDPSwoopSegment.NU1624UnbrandedSymp.728;3;3;3;3;0;0:00:00
Medicx;202105;mobile;MedicxSDPCustomPatient.NU1559Branded.300;1;1;0;1;0;0:00:00
Medicx;202105;mobile;SDPCustomCaregiver.NU1559Branded.160;1;1;1;1;0;0:00:00
Medicx;202105;mobile;SDPCustomCaregiver.NU1559Branded.300;50;48;48;53;232;0:03:52
Medicx;202105;mobile;SDPCustomCaregiver.NU1559Branded.728;17;16;16;21;993;0:16:33
Medicx;202105;mobile;SDPCustomCaregiver.NU1623Unbranded50.160;1;1;1;1;0;0:00:00
Medicx;202105;mobile;SDPCustomCaregiver.NU1623Unbranded50.300;5;5;5;5;0;0:00:00
Medicx;202105;mobile;SDPCustomCaregiver.NU1623Unbranded50.728;9;6;6;8;1;0:00:01
Medicx;202105;mobile;SDPCustomCaregiver.NU1624UnbrandedSymp.300;6;6;6;6;117;0:01:57
Medicx;202105;mobile;SDPCustomCaregiver.NU1624UnbrandedSymp.320;128;123;120;140;427;0:07:07
Medicx;202105;mobile;SDPCustomCaregiver.NU1624UnbrandedSymp.728;8;8;7;13;127;0:02:07
Medicx;202105;mobile;SDPCustomPatient.NU1559Branded.160;1;1;1;1;0;0:00:00
Medicx;202105;mobile;SDPCustomPatient.NU1559Branded.300;26;26;26;27;1;0:00:01
Medicx;202105;mobile;SDPCustomPatient.NU1559Branded.728;4;4;4;4;0;0:00:00
Medicx;202105;mobile;SDPCustomPatient.NU1623Unbranded50.160;1;1;1;1;0;0:00:00
Medicx;202105;mobile;SDPCustomPatient.NU1623Unbranded50.300;9;8;8;8;0;0:00:00
Medicx;202105;mobile;SDPCustomPatient.NU1623Unbranded50.728;5;4;4;4;0;0:00:00
Medicx;202105;mobile;SDPCustomPatient.NU1624UnbrandedSymp.300;8;7;7;8;0;0:00:00
Medicx;202105;mobile;SDPCustomPatient.NU1624UnbrandedSymp.320;52;50;50;56;72;0:01:12
Medicx;202105;mobile;SDPCustomPatient.NU1624UnbrandedSymp.728;1;1;1;1;0;0:00:00
MiQ;202105;mobile;MiQCrossixTargeting.SD_1623_v3_50.728;1;1;0;1;0;0:00:00
MiQ;202105;mobile;MiQCrossixTargeting.SD_1624_v3_Symptom.728;2;2;1;2;0;0:00:00
MiQ;202105;mobile;MiQCrossixTargeting.Dermicool_SDP_DTP_TalkToYourDoctor.728;4;3;2;4;0;0:00:00
MiQ;202105;mobile;MiQCrossixTargeting.Dermicool_SDP_DTP_Unbranded_50Messaging.728;3;2;1;3;0;0:00:00
MiQ;202105;mobile;MiQPredictTargeting.Dermicool_SDP_DTP_Unbranded_Symptom.728;1;1;1;2;20;0:00:20
ParkinsonsNewsToday;202105;mobile;ParkinsonNTROS.NU1624UnbrandedSymp.300;1;1;1;1;0;0:00:00
ParkinsonsNewsToday;202105;mobile;ROS.NU1559Branded.300;23;23;23;28;1457;0:24:17
ParkinsonsNewsToday;202105;mobile;ROS.NU1623Unbranded50.300;31;29;28;44;4016;1:06:56
ParkinsonsNewsToday;202105;mobile;ROS.NU1624UnbrandedSymp.300;38;34;32;41;508;0:08:28
PulsePoint;202105;mobile;PulsePointConditionPopulation.SD_1623_v3_50.300;1;1;1;1;0;0:00:00
PulsePoint;202105;mobile;PulsePointConditionPopulation.Dermicool_SDP_DTP_TalkToYourDoctor.728;2;1;0;2;0;0:00:00
RemedyHealth;202105;mobile;SDPConditionCenter.NU1559Branded.300;30;28;27;31;395;0:06:35
RemedyHealth;202105;mobile;SDPConditionCenter.NU1623Unbranded50.300;36;30;28;50;3776;1:02:56
RemedyHealth;202105;mobile;SDPConditionCenter.NU1624UnbrandedSymp.300;13;13;13;13;389;0:06:29
RemedyHealth;202105;mobile;SDSDisplayMedia.NU1559Branded.300;28;21;21;23;858;0:14:18
RemedyHealth;202105;mobile;SDSDisplayMedia.NU1623Unbranded50.300;15;15;15;17;487;0:08:07
RemedyHealth;202105;mobile;SDSDisplayMedia.NU1624UnbrandedSymp.300;11;11;11;12;186;0:03:06
RemedyHealth;202105;mobile;SDSDisplayMedia.NU1624UnbrandedSymp.320;12;12;12;12;0;0:00:00
Sharecare;202105;mobile;SDPMR.NU1559Branded.160;1;1;1;1;0;0:00:00
Sharecare;202105;mobile;SDPMR.NU1559Branded.300;26;26;25;30;970;0:16:10
Sharecare;202105;mobile;SDPMR.NU1559Branded.728;5;5;5;5;0;0:00:00
Sharecare;202105;mobile;SDPMR.NU1623Unbranded50.300;15;14;14;15;0;0:00:00
Sharecare;202105;mobile;SDPMR.NU1623Unbranded50.728;3;3;3;3;0;0:00:00
Sharecare;202105;mobile;SDPMR.NU1624UnbrandedSymp.160;2;2;2;2;0;0:00:00
Sharecare;202105;mobile;SDPMR.NU1624UnbrandedSymp.300;11;11;11;11;305;0:05:05
Sharecare;202105;mobile;SDPMR.NU1624UnbrandedSymp.728;2;2;2;2;0;0:00:00
Sharecare;202105;mobile;SDPPerformanceDisplay.NU1559Branded.1;360;335;330;555;24633;6:50:33
Sharecare;202105;mobile;SDPPerformanceDisplay.NU1559Branded.300;15;15;15;18;1918;0:31:58
Swoop;202105;mobile;SDPCustom.NU1559Branded.160;2;2;2;2;0;0:00:00
Swoop;202105;mobile;SDPCustom.NU1559Branded.300;73;50;48;82;823;0:13:43
Swoop;202105;mobile;SDPCustom.NU1559Branded.728;14;13;13;14;0;0:00:00
Swoop;202105;mobile;SDPCustom.NU1623Unbranded50.300;71;49;50;81;3410;0:56:50
Swoop;202105;mobile;SDPCustom.NU1623Unbranded50.728;78;57;55;77;1562;0:26:02
Swoop;202105;mobile;SDPCustom.NU1624UnbrandedSymp.300;42;33;32;47;1712;0:28:32
Swoop;202105;mobile;SDPCustom.NU1624UnbrandedSymp.320;138;123;123;153;2008;0:33:28
Swoop;202105;mobile;SDPCustom.NU1624UnbrandedSymp.728;59;48;48;65;883;0:14:43
WebMD;202105;mobile;AudienceSDOnly.NU1559Branded.300;47;45;42;50;1971;0:32:51
WebMD;202105;mobile;AudienceSDOnly.NU1623Unbranded50.300;60;52;48;68;4749;1:19:09
WebMD;202105;mobile;AudienceSDOnly.NU1624UnbrandedSymp.300;48;43;42;59;2939;0:48:59
WebMD;202105;mobile;NUMonographAV.NU1559Branded.300;4;4;4;4;0;0:00:00
WebMD;202105;mobile;NUMonographAV.NU1623Unbranded50.300;4;3;0;4;0;0:00:00
WebMD;202105;mobile;RotationalBannerSDConditionCenter.NU1559Branded.300;78;74;73;92;2016;0:33:36
WebMD;202105;mobile;RotationalBannerSDConditionCenter.NU1559Branded.728;3;1;1;12;3535;0:58:55
WebMD;202105;mobile;RotationalBannerSDConditionCenter.NU1623Unbranded50.300;52;40;39;58;4628;1:17:08
WebMD;202105;mobile;RotationalBannerSDConditionCenter.NU1624UnbrandedSymp.300;52;49;46;59;1018;0:16:58
Zeta;202105;mobile;SDPCrossix.NU1559Branded.160;5;5;5;6;0;0:00:00
Zeta;202105;mobile;SDPCrossix.NU1559Branded.300;4;4;4;4;0;0:00:00
Zeta;202105;mobile;SDPCrossix.NU1559Branded.728;6;6;6;6;0;0:00:00
Zeta;202105;mobile;SDPCrossix.NU1623Unbranded50.300;3;3;3;3;0;0:00:00
Zeta;202105;mobile;SDPCrossix.NU1623Unbranded50.728;3;3;3;3;0;0:00:00
Zeta;202105;mobile;SDPCrossix.NU1624UnbrandedSymp.160;1;1;1;1;0;0:00:00
Zeta;202105;mobile;SDPCrossix.NU1624UnbrandedSymp.300;8;8;8;9;387;0:06:27
Zeta;202105;mobile;SDPCrossix.NU1624UnbrandedSymp.320;362;336;332;465;7639;2:07:19
Zeta;202105;mobile;SDPCrossix.NU1624UnbrandedSymp.728;4;4;4;4;0;0:00:00
Zeta;202105;mobile;SDPSwoop.NU1559Branded.160;7;7;7;7;0;0:00:00
Zeta;202105;mobile;SDPSwoop.NU1559Branded.300;1;1;1;2;0;0:00:00
Zeta;202105;mobile;SDPSwoop.NU1559Branded.728;9;9;9;12;0;0:00:00
Zeta;202105;mobile;SDPSwoop.NU1623Unbranded50.160;6;6;6;6;0;0:00:00
Zeta;202105;mobile;SDPSwoop.NU1623Unbranded50.300;6;6;6;6;0;0:00:00
Zeta;202105;mobile;SDPSwoop.NU1623Unbranded50.728;4;4;4;4;0;0:00:00
Zeta;202105;mobile;SDPSwoop.NU1624UnbrandedSymp.160;5;5;5;5;0;0:00:00
Zeta;202105;mobile;SDPSwoop.NU1624UnbrandedSymp.300;3;3;3;3;0;0:00:00
Zeta;202105;mobile;SDPSwoop.NU1624UnbrandedSymp.320;213;195;194;240;7372;2:02:52
Zeta;202105;mobile;SDPSwoop.NU1624UnbrandedSymp.728;2;2;2;2;0;0:00:00
Zeta;202105;mobile;SDPSwoopAV.NU1559Branded.300;4;4;4;6;47;0:00:47
Zeta;202105;mobile;SDPSwoopAV.NU1559Branded.728;1;1;1;1;0;0:00:00
Acuity;202105;tablet;AcuityCrossixTargeting.Dermicool_SDP_DTP_TalkToYourDoctor.728;1;1;0;1;0;0:00:00
Aptus;202105;tablet;DistributionDTC.NU1623Unbranded50.300;2;2;1;5;131;0:02:11
Aptus;202105;tablet;DistributionDTC.NU1624UnbrandedSymp.300;15;8;8;17;181;0:03:01
Aptus;202105;tablet;DistributionDTC.NU1624UnbrandedSymp.320;29;27;27;32;520;0:08:40
Facebook;202105;tablet;FBNU1770.FBNU1770.1;171;162;159;186;4687;1:18:07
Facebook;202105;tablet;FBNU1795.FBNU1795.1;371;328;317;384;2057;0:34:17
Facebook;202105;tablet;FBNU1796.FBNU1796.1;45;38;34;47;2191;0:36:31
GoodRx;202105;tablet;BSDermicool.NU1559Branded.160;1;1;1;3;216;0:03:36
GoodRx;202105;tablet;BSDermicoolQuetiapine.NU1559Branded.160;1;1;1;1;0;0:00:00
GoodRx;202105;tablet;BSDermicoolQuetiapine.NU1559Branded.728;2;2;2;2;0;0:00:00
Healthline;202105;tablet;HealthlineContextualTargeting.Dermicool_SDP_DTP_TalkToYourDoctor.300;1;1;1;1;0;0:00:00
HealthUnion;202105;tablet;ConditionCenter.NU1559Branded.160;2;2;1;2;0;0:00:00
HealthUnion;202105;tablet;ConditionCenter.NU1559Branded.300;9;9;8;12;1552;0:25:52
HealthUnion;202105;tablet;ConditionCenter.NU1559Branded.728;2;2;2;2;0;0:00:00
HealthUnion;202105;tablet;ConditionCenter.NU1623Unbranded50.160;1;1;1;1;0;0:00:00
HealthUnion;202105;tablet;ConditionCenter.NU1623Unbranded50.300;7;7;5;7;1163;0:19:23
HealthUnion;202105;tablet;ConditionCenter.NU1623Unbranded50.728;3;3;3;3;0;0:00:00
HealthUnion;202105;tablet;ConditionCenter.NU1624UnbrandedSymp.160;2;2;2;2;0;0:00:00
HealthUnion;202105;tablet;ConditionCenter.NU1624UnbrandedSymp.300;9;9;9;10;573;0:09:33
HealthUnion;202105;tablet;ConditionCenter.NU1624UnbrandedSymp.728;2;2;2;2;0;0:00:00
HealthUnion;202105;tablet;HealthUnionConditionCenter.NU1623Unbranded50.160;1;1;0;1;0;0:00:00
MediaIQ;202105;tablet;SDPCrossixSegment.NU1559Branded.160;1;1;1;1;0;0:00:00
MediaIQ;202105;tablet;SDPCrossixSegment.NU1623Unbranded50.300;4;4;4;4;0;0:00:00
MediaIQ;202105;tablet;SDPCrossixSegment.NU1624UnbrandedSymp.300;3;3;3;3;0;0:00:00
MediaIQ;202105;tablet;SDPCrossixSegment.NU1624UnbrandedSymp.320;11;11;11;11;0;0:00:00
MediaIQ;202105;tablet;SDPSwoopSegment.NU1559Branded.728;13;12;12;13;0;0:00:00
MediaIQ;202105;tablet;SDPSwoopSegment.NU1623Unbranded50.728;5;5;5;5;0;0:00:00
MediaIQ;202105;tablet;SDPSwoopSegment.NU1624UnbrandedSymp.320;4;4;4;4;0;0:00:00
MediaIQ;202105;tablet;SDPSwoopSegment.NU1624UnbrandedSymp.728;4;4;4;5;47;0:00:47
Medicx;202105;tablet;SDPCustomCaregiver.NU1559Branded.300;2;2;2;2;0;0:00:00
Medicx;202105;tablet;SDPCustomCaregiver.NU1559Branded.728;2;2;2;3;0;0:00:00
Medicx;202105;tablet;SDPCustomCaregiver.NU1623Unbranded50.160;1;1;1;1;0;0:00:00
Medicx;202105;tablet;SDPCustomCaregiver.NU1623Unbranded50.300;1;1;1;1;0;0:00:00
Medicx;202105;tablet;SDPCustomCaregiver.NU1624UnbrandedSymp.300;1;1;1;1;0;0:00:00
Medicx;202105;tablet;SDPCustomCaregiver.NU1624UnbrandedSymp.320;2;2;2;2;0;0:00:00
Medicx;202105;tablet;SDPCustomPatient.NU1559Branded.160;3;2;2;3;0;0:00:00
Medicx;202105;tablet;SDPCustomPatient.NU1559Branded.728;1;1;1;1;0;0:00:00
Medicx;202105;tablet;SDPCustomPatient.NU1623Unbranded50.300;1;1;1;1;0;0:00:00
Medicx;202105;tablet;SDPCustomPatient.NU1623Unbranded50.728;1;1;1;2;5;0:00:05
Medicx;202105;tablet;SDPCustomPatient.NU1624UnbrandedSymp.300;1;1;1;1;0;0:00:00
Medicx;202105;tablet;SDPCustomPatient.NU1624UnbrandedSymp.320;1;1;1;1;0;0:00:00
Medicx;202105;tablet;SDPCustomPatient.NU1624UnbrandedSymp.728;1;1;1;1;0;0:00:00
MiQ;202105;tablet;MiQCrossixTargeting.Dermicool_SDP_DTP_TalkToYourDoctor.728;3;2;1;3;0;0:00:00
MiQ;202105;tablet;MiQPredictTargeting.Dermicool_SDP_DTP_Unbranded_Symptom.728;1;1;1;1;0;0:00:00
ParkinsonsNewsToday;202105;tablet;ROS.NU1559Branded.300;8;7;4;15;1173;0:19:33
ParkinsonsNewsToday;202105;tablet;ROS.NU1623Unbranded50.300;5;4;3;16;2299;0:38:19
ParkinsonsNewsToday;202105;tablet;ROS.NU1624UnbrandedSymp.300;10;9;8;12;24;0:00:24
PulsePoint;202105;tablet;PulsePointConditionPopulation.Dermicool_SDP_DTP_Unbranded_Symptom.728;1;1;1;1;0;0:00:00
RemedyHealth;202105;tablet;SDPConditionCenter.NU1559Branded.300;9;9;8;10;24;0:00:24
RemedyHealth;202105;tablet;SDPConditionCenter.NU1559Branded.728;4;4;4;4;0;0:00:00
RemedyHealth;202105;tablet;SDPConditionCenter.NU1623Unbranded50.300;4;4;4;6;391;0:06:31
RemedyHealth;202105;tablet;SDPConditionCenter.NU1623Unbranded50.728;1;1;1;2;1151;0:19:11
RemedyHealth;202105;tablet;SDPConditionCenter.NU1624UnbrandedSymp.300;1;1;0;1;0;0:00:00
RemedyHealth;202105;tablet;SDPConditionCenter.NU1624UnbrandedSymp.728;3;3;3;3;0;0:00:00
RemedyHealth;202105;tablet;SDSDisplayMedia.NU1559Branded.300;2;2;2;2;0;0:00:00
RemedyHealth;202105;tablet;SDSDisplayMedia.NU1559Branded.728;1;1;1;1;0;0:00:00
Sharecare;202105;tablet;SDPMR.NU1559Branded.728;5;4;4;5;0;0:00:00
Sharecare;202105;tablet;SDPMR.NU1623Unbranded50.160;1;1;1;1;0;0:00:00
Sharecare;202105;tablet;SDPMR.NU1623Unbranded50.300;1;1;1;1;0;0:00:00
