Campaign;Month;Site (Site Directory);Placement - DCM;Creative;Creative Dimensions;Platform Type;Impressions;Clicks
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-02;Medicx;Skin Disease Dx Signal-Based Custom Segment Targeting_Patient;SD_1623_v3_50;728x90;;12926;14
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-02;Medicx;Skin Disease Dx Signal-Based Custom Segment Targeting_Patient;SD_1624_v3_Symptom;160x600;;6317;2
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-02;Medicx;Skin Disease Dx Signal-Based Custom Segment Targeting_Patient;SD_1624_v3_Symptom;300x250;;35900;22
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-02;Medicx;Skin Disease Dx Signal-Based Custom Segment Targeting_Patient;SD_1624_v3_Symptom;320x50;;131234;140
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-02;Medicx;Skin Disease Dx Signal-Based Custom Segment Targeting_Patient;SD_1624_v3_Symptom;728x90;;12700;17
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-02;Medicx;Skin Disease Dx Signal-Based Custom Segment Targeting_Patient;Dermicool_SDP_DTP_TalkToYourDoctor;160x600;;25365;9
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-02;Medicx;Skin Disease Dx Signal-Based Custom Segment Targeting_Patient;Dermicool_SDP_DTP_TalkToYourDoctor;300x250;;127984;77
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-02;Medicx;Skin Disease Dx Signal-Based Custom Segment Targeting_Patient;Dermicool_SDP_DTP_TalkToYourDoctor;728x90;;56032;50
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-02;MyHealthTeams, Inc.;MyParkinsonsTeam Topic Center;Dermicool_SDP_DTP_TalkToYourDoctor;728x90;;442;1
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-02;Skin Disease News Today;Skin Disease News Today ROS;SD_1623_v3_50;300x250;;11531;71
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-02;Skin Disease News Today;Skin Disease News Today ROS;SD_1623_v3_50;728x90;;3979;13
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-02;Skin Disease News Today;Skin Disease News Today ROS;SD_1624_v3_Symptom;300x250;;11800;65
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-02;Skin Disease News Today;Skin Disease News Today ROS;SD_1624_v3_Symptom;728x90;;3868;10
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-02;Skin Disease News Today;Skin Disease News Today ROS;Dermicool_SDP_DTP_TalkToYourDoctor;300x250;;24110;85
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-02;Skin Disease News Today;Skin Disease News Today ROS;Dermicool_SDP_DTP_TalkToYourDoctor;728x90;;8874;9
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-02;Sharecare;Skin Disease Member Reach;SD_1623_v3_50;160x600;;3936;5
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-02;Sharecare;Skin Disease Member Reach;SD_1623_v3_50;300x250;;31961;74
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-02;Sharecare;Skin Disease Member Reach;SD_1623_v3_50;728x90;;4855;4
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-02;Sharecare;Skin Disease Member Reach;SD_1624_v3_Symptom;160x600;;3760;5
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-02;Sharecare;Skin Disease Member Reach;SD_1624_v3_Symptom;300x250;;31953;90
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-02;Sharecare;Skin Disease Member Reach;SD_1624_v3_Symptom;728x90;;4850;3
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-02;Sharecare;Skin Disease Member Reach;Dermicool_SDP_DTP_TalkToYourDoctor;160x600;;4018;4
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-02;Sharecare;Skin Disease Member Reach;Dermicool_SDP_DTP_TalkToYourDoctor;300x250;;73902;160
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-02;Sharecare;Skin Disease Member Reach;Dermicool_SDP_DTP_TalkToYourDoctor;728x90;;4817;5
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-02;Sharecare;Skin Disease Performance Display;Dermicool_SDP_DTP_TalkToYourDoctor;300x250;;1728;17
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-02;Swoop;Skin Disease Claim-Based Custom Segment Targeting;SD_1623_v3_50;160x600;;1014;3
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-02;Swoop;Skin Disease Claim-Based Custom Segment Targeting;SD_1623_v3_50;300x250;;2667;3
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-02;Swoop;Skin Disease Claim-Based Custom Segment Targeting;SD_1623_v3_50;728x90;;174004;343
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-02;Swoop;Skin Disease Claim-Based Custom Segment Targeting;SD_1624_v3_Symptom;160x600;;991;1
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-02;Swoop;Skin Disease Claim-Based Custom Segment Targeting;SD_1624_v3_Symptom;300x250;;2622;3
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-02;Swoop;Skin Disease Claim-Based Custom Segment Targeting;SD_1624_v3_Symptom;728x90;;174054;341
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-02;Swoop;Skin Disease Claim-Based Custom Segment Targeting;Dermicool_SDP_DTP_TalkToYourDoctor;160x600;;1210;2
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-02;Swoop;Skin Disease Claim-Based Custom Segment Targeting;Dermicool_SDP_DTP_TalkToYourDoctor;300x250;;4462;4
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-02;Swoop;Skin Disease Claim-Based Custom Segment Targeting;Dermicool_SDP_DTP_TalkToYourDoctor;728x90;;376777;337
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-02;WebMD;Audience Targeting Media - SD Only;SD_1623_v3_50;160x600;;6675;5
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-02;WebMD;Audience Targeting Media - SD Only;SD_1623_v3_50;300x250;;52796;94
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-02;WebMD;Audience Targeting Media - SD Only;SD_1623_v3_50;728x90;;19924;18
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-02;WebMD;Audience Targeting Media - SD Only;SD_1624_v3_Symptom;160x600;;6883;7
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-02;WebMD;Audience Targeting Media - SD Only;SD_1624_v3_Symptom;300x250;;52818;74
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-02;WebMD;Audience Targeting Media - SD Only;SD_1624_v3_Symptom;728x90;;19877;29
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-02;WebMD;Audience Targeting Media - SD Only;Dermicool_SDP_DTP_TalkToYourDoctor;160x600;;16583;11
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-02;WebMD;Audience Targeting Media - SD Only;Dermicool_SDP_DTP_TalkToYourDoctor;300x250;;109061;102
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-02;WebMD;Audience Targeting Media - SD Only;Dermicool_SDP_DTP_TalkToYourDoctor;728x90;;40259;16
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-02;WebMD;Dermicool Drug Monograph on WebMD.com AV;SD_1623_v3_50;160x600;;102;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-02;WebMD;Dermicool Drug Monograph on WebMD.com AV;SD_1623_v3_50;300x250;;924;8
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-02;WebMD;Dermicool Drug Monograph on WebMD.com AV;SD_1623_v3_50;728x90;;242;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-02;WebMD;Dermicool Drug Monograph on WebMD.com AV;SD_1624_v3_Symptom;160x600;;77;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-02;WebMD;Dermicool Drug Monograph on WebMD.com AV;SD_1624_v3_Symptom;300x250;;927;3
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-02;WebMD;Dermicool Drug Monograph on WebMD.com AV;SD_1624_v3_Symptom;728x90;;230;1
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-02;WebMD;Dermicool Drug Monograph on WebMD.com AV;Dermicool_SDP_DTP_TalkToYourDoctor;160x600;;366;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-02;WebMD;Dermicool Drug Monograph on WebMD.com AV;Dermicool_SDP_DTP_TalkToYourDoctor;300x250;;2756;10
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-02;WebMD;Dermicool Drug Monograph on WebMD.com AV;Dermicool_SDP_DTP_TalkToYourDoctor;728x90;;637;2
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-02;WebMD;Rotational Banner on SD condition center;SD_1623_v3_50;160x600;;9500;17
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-02;WebMD;Rotational Banner on SD condition center;SD_1623_v3_50;300x250;;63616;113
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-02;WebMD;Rotational Banner on SD condition center;SD_1623_v3_50;728x90;;24858;44
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-02;WebMD;Rotational Banner on SD condition center;SD_1624_v3_Symptom;160x600;;9451;16
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-02;WebMD;Rotational Banner on SD condition center;SD_1624_v3_Symptom;300x250;;64338;136
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-02;WebMD;Rotational Banner on SD condition center;SD_1624_v3_Symptom;728x90;;24807;35
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-02;WebMD;Rotational Banner on SD condition center;Dermicool_SDP_DTP_TalkToYourDoctor;160x600;;20926;19
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-02;WebMD;Rotational Banner on SD condition center;Dermicool_SDP_DTP_TalkToYourDoctor;300x250;;133725;157
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-02;WebMD;Rotational Banner on SD condition center;Dermicool_SDP_DTP_TalkToYourDoctor;728x90;;50133;57
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-02;Zeta Global;Skin Disease Crossix Segment Targeting;SD_1623_v3_50;160x600;;73090;15
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-02;Zeta Global;Skin Disease Crossix Segment Targeting;SD_1623_v3_50;300x250;;211105;23
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-02;Zeta Global;Skin Disease Crossix Segment Targeting;SD_1623_v3_50;728x90;;132228;25
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-02;Zeta Global;Skin Disease Crossix Segment Targeting;SD_1624_v3_Symptom;160x600;;73160;13
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-02;Zeta Global;Skin Disease Crossix Segment Targeting;SD_1624_v3_Symptom;300x250;;210978;29
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-02;Zeta Global;Skin Disease Crossix Segment Targeting;SD_1624_v3_Symptom;320x50;;502283;517
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-02;Zeta Global;Skin Disease Crossix Segment Targeting;SD_1624_v3_Symptom;728x90;;131426;23
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-02;Zeta Global;Skin Disease Crossix Segment Targeting;Dermicool_SDP_DTP_TalkToYourDoctor;160x600;;228777;45
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-02;Zeta Global;Skin Disease Crossix Segment Targeting;Dermicool_SDP_DTP_TalkToYourDoctor;300x250;;444106;50
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-02;Zeta Global;Skin Disease Crossix Segment Targeting;Dermicool_SDP_DTP_TalkToYourDoctor;728x90;;296945;36
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-02;GoodRx ;Brand Page Takeover – Dermicool;Dermicool_SDP_DTP_TalkToYourDoctor;160x600;;347;7
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-02;GoodRx ;Brand Page Takeover – Dermicool;Dermicool_SDP_DTP_TalkToYourDoctor;300x250;;26;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-02;GoodRx ;Brand Page Takeover – Dermicool;Dermicool_SDP_DTP_TalkToYourDoctor;728x90;;518;10
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-02;GoodRx ;Brand Page Takeover – Dermicool - Parkinson Disease;Dermicool_SDP_DTP_TalkToYourDoctor;160x600;;488;1
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-02;GoodRx ;Brand Page Takeover – Dermicool - Parkinson Disease;Dermicool_SDP_DTP_TalkToYourDoctor;728x90;;527;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-02;GoodRx ;Brand Page Takeover – Dermicool - Quetiapine;Dermicool_SDP_DTP_TalkToYourDoctor;160x600;;5819;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-02;GoodRx ;Brand Page Takeover – Dermicool - Quetiapine;Dermicool_SDP_DTP_TalkToYourDoctor;300x250;;139;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-02;GoodRx ;Brand Page Takeover – Dermicool - Quetiapine;Dermicool_SDP_DTP_TalkToYourDoctor;728x90;;6122;6
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-02;GoodRx ;Brand Page Takeover – Dermicool - Seroquel;Dermicool_SDP_DTP_TalkToYourDoctor;160x600;;93;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-02;GoodRx ;Brand Page Takeover – Dermicool - Seroquel;Dermicool_SDP_DTP_TalkToYourDoctor;300x250;;4;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-02;GoodRx ;Brand Page Takeover – Dermicool - Seroquel;Dermicool_SDP_DTP_TalkToYourDoctor;728x90;;86;1
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-02;GoodRx ;Brand Page Takeover – Dermicool - Ssias;Dermicool_SDP_DTP_TalkToYourDoctor;160x600;;612;2
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-02;GoodRx ;Brand Page Takeover – Dermicool - Ssias;Dermicool_SDP_DTP_TalkToYourDoctor;300x250;;8;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-02;GoodRx ;Brand Page Takeover – Dermicool - Ssias;Dermicool_SDP_DTP_TalkToYourDoctor;728x90;;593;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-02;GoodRx ;Brand Page Takeover–Dermicool;transparent_1x1 (1);1x1;;3;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-02;GoodRx ;Brand Page Takeover–Dermicool Parkinson Disease;transparent_1x1 (1);1x1;;2;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-02;GoodRx ;Brand Page Takeover–Dermicool Pimavanserin Tartrate;transparent_1x1 (1);1x1;;2;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-02;GoodRx ;Brand Page Takeover–Dermicool Quetiapine;transparent_1x1 (1);1x1;;3;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-02;GoodRx ;Brand Page Takeover–Dermicool Seroquel;transparent_1x1 (1);1x1;;2;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-02;GoodRx ;Brand Page Takeover–Dermicool Ssias;transparent_1x1 (1);1x1;;2;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-02;GoodRx ;Patient Navigator;transparent_1x1 (1);1x1;;3;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-03;Health Union;SD.net Condition Center Sponsorship;SD_1623_v3_50;160x600;;406;3
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-03;Health Union;SD.net Condition Center Sponsorship;SD_1623_v3_50;300x250;;5922;66
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-03;Health Union;SD.net Condition Center Sponsorship;SD_1623_v3_50;728x90;;1020;3
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-03;Health Union;SD.net Condition Center Sponsorship;SD_1624_v3_Symptom;160x600;;452;4
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-03;Health Union;SD.net Condition Center Sponsorship;SD_1624_v3_Symptom;300x250;;6021;51
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-03;Health Union;SD.net Condition Center Sponsorship;SD_1624_v3_Symptom;320x50;;3077;4
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-03;Health Union;SD.net Condition Center Sponsorship;SD_1624_v3_Symptom;728x90;;987;3
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-03;Health Union;SD.net Condition Center Sponsorship;Dermicool_SDP_DTP_TalkToYourDoctor;160x600;;863;6
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-03;Health Union;SD.net Condition Center Sponsorship;Dermicool_SDP_DTP_TalkToYourDoctor;300x250;;10601;50
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-03;Health Union;SD.net Condition Center Sponsorship;Dermicool_SDP_DTP_TalkToYourDoctor;728x90;;1959;2
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-03;Health Union;SD.net Premium Display;SD_1623_v3_50;160x600;;43;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-03;Health Union;SD.net Premium Display;SD_1623_v3_50;300x250;;773;6
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-03;Health Union;SD.net Premium Display;SD_1623_v3_50;728x90;;100;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-03;Health Union;SD.net Premium Display;SD_1624_v3_Symptom;160x600;;37;1
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-03;Health Union;SD.net Premium Display;SD_1624_v3_Symptom;300x250;;749;3
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-03;Health Union;SD.net Premium Display;SD_1624_v3_Symptom;320x50;;629;1
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-03;Health Union;SD.net Premium Display;SD_1624_v3_Symptom;728x90;;130;1
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-03;Health Union;SD.net Premium Display;Dermicool_SDP_DTP_TalkToYourDoctor;160x600;;119;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-03;Health Union;SD.net Premium Display;Dermicool_SDP_DTP_TalkToYourDoctor;300x250;;1604;13
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-03;Health Union;SD.net Premium Display;Dermicool_SDP_DTP_TalkToYourDoctor;728x90;;277;2
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-03;Health Union;SD.net Premium Display AV;SD_1623_v3_50;160x600;;36;1
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-03;Health Union;SD.net Premium Display AV;SD_1623_v3_50;300x250;;563;6
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-03;Health Union;SD.net Premium Display AV;SD_1623_v3_50;728x90;;98;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-03;Health Union;SD.net Premium Display AV;SD_1624_v3_Symptom;160x600;;30;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-03;Health Union;SD.net Premium Display AV;SD_1624_v3_Symptom;300x250;;563;8
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-03;Health Union;SD.net Premium Display AV;SD_1624_v3_Symptom;320x50;;483;1
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-03;Health Union;SD.net Premium Display AV;SD_1624_v3_Symptom;728x90;;80;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-03;Health Union;SD.net Premium Display AV;Dermicool_SDP_DTP_TalkToYourDoctor;160x600;;92;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-03;Health Union;SD.net Premium Display AV;Dermicool_SDP_DTP_TalkToYourDoctor;300x250;;1184;3
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-03;Health Union;SD.net Premium Display AV;Dermicool_SDP_DTP_TalkToYourDoctor;728x90;;214;1
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-03;Media IQ;Skin Disease Crossix Segment Targeting;SD_1623_v3_50;160x600;;35262;9
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-03;Media IQ;Skin Disease Crossix Segment Targeting;SD_1623_v3_50;300x250;;113793;82
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-03;Media IQ;Skin Disease Crossix Segment Targeting;SD_1623_v3_50;728x90;;57471;8
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-03;Media IQ;Skin Disease Crossix Segment Targeting;SD_1624_v3_Symptom;160x600;;35545;12
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-03;Media IQ;Skin Disease Crossix Segment Targeting;SD_1624_v3_Symptom;300x250;;114788;68
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-03;Media IQ;Skin Disease Crossix Segment Targeting;SD_1624_v3_Symptom;320x50;;726218;593
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-03;Media IQ;Skin Disease Crossix Segment Targeting;SD_1624_v3_Symptom;728x90;;56947;9
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-03;Media IQ;Skin Disease Crossix Segment Targeting;Dermicool_SDP_DTP_TalkToYourDoctor;160x600;;62545;9
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-03;Media IQ;Skin Disease Crossix Segment Targeting;Dermicool_SDP_DTP_TalkToYourDoctor;300x250;;214744;102
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-03;Media IQ;Skin Disease Crossix Segment Targeting;Dermicool_SDP_DTP_TalkToYourDoctor;728x90;;104374;11
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-03;Medicx;Skin Disease Dx Signal-Based Custom Segment Targeting_Caregiver;SD_1623_v3_50;160x600;;31172;13
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-03;Medicx;Skin Disease Dx Signal-Based Custom Segment Targeting_Caregiver;SD_1623_v3_50;728x90;;34616;20
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-03;Medicx;Skin Disease Dx Signal-Based Custom Segment Targeting_Caregiver;SD_1624_v3_Symptom;160x600;;31135;14
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-03;Medicx;Skin Disease Dx Signal-Based Custom Segment Targeting_Caregiver;SD_1624_v3_Symptom;320x50;;172796;139
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-03;Medicx;Skin Disease Dx Signal-Based Custom Segment Targeting_Caregiver;SD_1624_v3_Symptom;728x90;;34404;22
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-03;Medicx;Skin Disease Dx Signal-Based Custom Segment Targeting_Caregiver;Dermicool_SDP_DTP_TalkToYourDoctor;160x600;;137237;43
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-03;Medicx;Skin Disease Dx Signal-Based Custom Segment Targeting_Caregiver;Dermicool_SDP_DTP_TalkToYourDoctor;300x250;;9;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-03;Medicx;Skin Disease Dx Signal-Based Custom Segment Targeting_Caregiver;Dermicool_SDP_DTP_TalkToYourDoctor;728x90;;172023;63
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-03;Medicx;Skin Disease Dx Signal-Based Custom Segment Targeting_Patient;SD_1623_v3_50;160x600;;4874;2
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-03;Medicx;Skin Disease Dx Signal-Based Custom Segment Targeting_Patient;SD_1623_v3_50;300x250;;31902;46
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-03;Medicx;Skin Disease Dx Signal-Based Custom Segment Targeting_Patient;SD_1623_v3_50;728x90;;5226;4
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-03;Medicx;Skin Disease Dx Signal-Based Custom Segment Targeting_Patient;SD_1624_v3_Symptom;160x600;;4918;1
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-03;Medicx;Skin Disease Dx Signal-Based Custom Segment Targeting_Patient;SD_1624_v3_Symptom;300x250;;31844;37
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-03;Medicx;Skin Disease Dx Signal-Based Custom Segment Targeting_Patient;SD_1624_v3_Symptom;320x50;;140909;98
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-03;Medicx;Skin Disease Dx Signal-Based Custom Segment Targeting_Patient;SD_1624_v3_Symptom;728x90;;5125;4
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-03;Medicx;Skin Disease Dx Signal-Based Custom Segment Targeting_Patient;Dermicool_SDP_DTP_TalkToYourDoctor;160x600;;20898;8
